objectid,objectnumber
73061,91903
73062,119302
73063,91979
73064,91985
73065,107526
73066,97546
73067,119540
73068,91548
73069,91549
73070,91550
73071,91590
73072,91429
73073,108989
73074,91430
73075,91589
73076,91851
73077,91853
73078,91870
73079,109557
73080,91868
73081,92037
73082,91944
73083,92216
73084,92308
73085,92375
73086,92057
73087,92058
73088,92075
73089,92079
73090,92213
73091,92080
73092,92025
73093,92214
73094,92257
73095,92261
73096,92287
73097,92299
73098,92295
73099,92035
73100,92076
73101,92406
73102,92408
73103,92409
73104,92410
73105,92412
73106,92417
73107,92422
73108,92424
73109,119406
73110,92425
73111,92426
73112,92454
73113,92479
73114,92504
73115,92506
73116,92573
73117,119418
73118,92847
73119,92850
73120,92852
73121,92855
73122,92856
73123,92857
73124,92877
73125,116168
73126,116202
73127,94133
73128,94141
73129,92891
73130,92892
73131,92896
73132,92897
73133,92927
73134,92955
73135,94121
73136,94069
73137,87424
73138,94091
73139,94111
73140,92865
73141,113982
73142,94184
73143,94290
73144,94322
73145,94329
73146,94170
73147,94183
73148,94171
73149,94190
73150,94186
73151,94199
73152,94181
73153,94202
73154,94220
73155,94226
73156,94261
73157,94263
73158,94271
73159,94275
73160,94286
73161,94287
73162,94313
73163,94177
73164,94180
73165,94243
73166,94174
73167,94193
73168,94148
73169,94201
73170,94212
73171,94392
73172,94431
73173,94445
73174,94339
73175,94341
73176,94355
73177,94350
73178,94488
73179,94362
73180,94363
73181,94368
73182,94385
73183,94406
73184,94407
73185,94469
73186,94477
73187,94482
73188,94485
73189,94344
73190,94351
73191,94393
73192,94375
73193,94391
73194,94436
73195,94470
73196,94448
73197,94387
73198,94388
73199,94643
73200,94686
73201,94687
73202,94690
73203,94691
73204,94695
73205,94853
73206,94634
73207,94650
73208,94486
73209,94709
73210,94645
73211,94681
73212,129290
73213,94738
73214,94806
73215,94796
73216,94807
73217,94816
73218,94825
73219,94851
73220,94880
73221,94898
73222,94899
73223,94930
73224,94945
73225,95088
73226,95102
73227,95090
73228,95162
73229,95168
73230,95291
73231,95293
73232,95301
73233,95304
73234,95305
73235,94933
73236,94964
73237,95039
73238,95043
73239,95045
73240,95047
73241,95049
73242,94980
73243,95037
73244,95094
73245,95114
73246,95117
73247,95118
73248,95144
73249,95365
73250,95677
73251,95679
73252,129780
73253,95378
73254,95390
73255,95453
73256,95485
73257,95486
73258,95487
73259,95488
73260,95489
73261,95490
73262,95491
73263,95492
73264,95531
73265,95641
73266,95595
73267,95597
73268,95773
73269,95318
73270,95628
73271,95441
73272,95501
73273,95510
73274,95584
73275,95565
73276,95566
73277,95567
73278,95568
73279,95626
73280,95633
73281,95720
73282,95722
73283,95857
73284,119927
73285,95726
73286,95754
73287,85892
73288,91980
73289,92341
73290,104530
73291,84869
73292,84873
73293,85433
73294,84884
73295,95994
73296,95997
73297,95998
73298,95999
73299,124442
73300,96002
73301,96462
73302,96425
73303,96477
73304,126441
73305,96476
73306,96509
73307,90729
73308,96642
73309,96665
73310,96692
73311,127834
73312,96535
73313,125449
73314,125507
73315,96538
73316,96419
73317,96459
73318,96461
73319,96474
73320,96530
73321,96567
73322,86221
73323,86222
73324,96694
73325,96696
73326,96697
73327,96804
73328,96386
73329,96533
73330,97194
73331,97150
73332,90610
73333,97029
73334,97045
73335,97052
73336,97094
73337,97215
73338,97104
73339,97108
73340,97111
73341,97113
73342,97127
73343,97219
73344,97158
73345,97184
73346,97159
73347,97220
73348,96965
73349,96967
73350,96972
73351,96977
73352,96978
73353,96824
73354,90600
73355,97131
73356,97132
73357,90544
73358,97231
73359,97272
73360,97289
73361,97290
73362,91277
73363,97299
73364,97300
73365,97244
73366,97246
73367,128199
73368,97269
73369,97280
73370,97233
73371,97287
73372,97294
73373,97296
73374,97305
73375,97331
73376,97332
73377,97334
73378,97335
73379,97337
73380,97339
73381,97316
73382,97282
73383,97437
73384,97428
73385,97484
73386,97485
73387,97488
73388,123892
73389,123893
73390,97394
73391,97407
73392,97476
73393,97504
73394,92366
73395,97519
73396,97507
73397,97508
73398,97529
73399,97554
73400,97623
73401,97627
73402,97631
73403,97652
73404,97371
73405,97370
73406,97576
73407,97577
73408,128405
73409,128403
73410,104556
73411,97683
73412,97734
73413,97770
73414,97771
73415,97772
73416,97773
73417,97774
73418,97783
73419,97696
73420,97672
73421,97695
73422,97722
73423,97697
73424,97692
73425,97650
73426,97738
73427,97699
73428,97709
73429,97710
73430,119889
73431,97731
73432,97750
73433,97751
73434,97752
73435,97747
73436,97765
73437,97766
73438,97767
73439,97785
73440,97786
73441,97787
73442,97790
73443,97791
73444,97792
73445,97800
73446,97809
73447,97939
73448,98022
73449,98021
73450,97826
73451,97827
73452,97824
73453,99537
73454,97946
73455,97935
73456,97814
73457,98058
73458,98156
73459,124080
73460,98221
73461,98238
73462,98249
73463,98256
73464,98293
73465,98087
73466,98301
73467,98295
73468,119009
73469,98502
73470,126054
73471,85448
73472,132235
73473,133418
73474,85286
73475,80005
73476,90549
73477,88144
73478,130778
73479,128485
73480,85925
73481,98496
73482,90831
73483,90935
73484,85174
73485,85624
73486,98300
73487,98435
73488,98440
73489,98432
73490,98239
73491,98437
73492,88148
73493,107110
73494,91510
73495,86285
73496,99125
73497,98941
73498,98959
73499,99046
73500,99056
73501,99144
73502,99147
73503,99158
73504,113027
73505,113030
73506,98908
73507,98894
73508,99052
73509,99053
73510,98911
73511,99047
73512,99059
73513,99068
73514,128785
73515,99073
73516,99095
73517,99103
73518,86401
73519,86402
73520,86417
73521,86418
73522,94395
73523,131522
73524,99184
73525,122851
73526,88066
73527,125986
73528,130656
73529,131097
73530,99248
73531,131231
73532,131234
73533,99249
73534,95482
73535,131109
73536,99282
73537,99252
73538,99257
73539,116207
73540,99181
73541,99183
73542,99262
73543,99182
73544,99185
73545,92405
73546,94628
73547,92407
73548,85719
73549,132230
73550,123937
73551,94931
73552,95483
73553,85682
73554,90112
73555,124005
73556,125534
73557,94748
73558,131783
73559,85962
73560,85963
73561,85964
73562,117107
73563,94837
73564,98103
73565,86275
73566,99067
73567,94614
73568,97114
73569,106483
73570,129833
73571,130530
73572,85858
73573,85859
73574,85861
73575,85862
73576,85863
73577,85864
73578,85865
73579,85866
73580,85867
73581,85868
73582,99522
73583,132238
73584,131511
73585,87068
73586,102893
73587,99543
73588,87083
73589,105082
73590,100798
73591,105079
73592,105080
73593,101758
73594,105081
73595,105085
73596,132300
73597,99518
73598,99787
73599,100439
73600,99711
73601,99734
73602,99717
73603,99806
73604,100677
73605,100678
73606,100681
73607,99768
73608,99694
73609,99690
73610,99696
73611,99759
73612,99701
73613,99702
73614,100341
73615,99783
73616,99750
73617,99703
73618,131545
73619,99729
73620,99732
73621,99736
73622,99738
73623,99741
73624,99771
73625,99769
73626,100838
73627,100848
73628,100857
73629,100896
73630,100908
73631,100909
73632,100912
73633,100913
73634,101086
73635,101091
73636,101158
73637,101186
73638,101207
73639,100840
73640,101298
73641,101299
73642,101354
73643,90719
73644,101415
73645,101405
73646,101199
73647,101328
73648,101243
73649,101214
73650,101216
73651,101356
73652,101378
73653,101365
73654,101394
73655,101450
73656,101370
73657,101393
73658,101402
73659,101217
73660,105137
73661,101310
73662,101304
73663,101317
73664,101324
73665,101339
73666,102572
73667,102614
73668,102682
73669,102789
73670,99813
73671,102824
73672,102815
73673,102863
73674,102817
73675,102692
73676,102707
73677,104105.conflict
73678,86023
73679,102582
73680,102574
73681,102575
73682,102576
73683,102821
73684,102584
73685,102705
73686,102719
73687,102723
73688,102726
73689,102739
73690,102862
73691,102775
73692,102786
73693,102796
73694,102709
73695,100645
73696,100702
73697,102933
73698,103435
73699,102895
73700,105135
73701,105108
73702,100522
73703,100474
73704,104043
73705,103516
73706,103559
73707,100735
73708,103852
73709,103853
73710,103870
73711,103878
73712,104019
73713,104022
73714,100764
73715,100742
73716,100748
73717,100751
73718,100765
73719,104025
73720,104045
73721,104042
73722,100774
73723,103562
73724,103563
73725,103605
73726,103831
73727,103871
73728,103892
73729,103895
73730,103921
73731,104028
73732,103564
73733,100779
73734,104088
73735,104168
73736,100796
73737,100811
73738,100854
73739,100887
73740,95295
73741,105136
73742,100776
73743,104062
73744,102699
73745,104153
73746,100786
73747,100816
73748,100851
73749,100953
73750,105104
73751,95918
73752,104181
73753,104184
73754,104106
73755,104107
73756,104118
73757,104204
73758,104206
73759,101051
73760,104194
73761,104196
73762,101017
73763,101032
73764,101035
73765,101111
73766,101115
73767,101117
73768,108521
73769,101132
73770,101135
73771,101010
73772,104205
73773,101013
73774,101009
73775,101011
73776,101014
73777,104193
73778,101024
73779,101016
73780,101019
73781,101023
73782,101033
73783,101039
73784,104199
73785,101042
73786,104264
73787,101150
73788,101153
73789,101156
73790,101157
73791,101198
73792,101218
73793,105134
73794,101414
73795,101446
73796,101466
73797,101471
73798,101141
73799,95959
73800,104314
73801,104316
73802,101142
73803,101274
73804,101275
73805,101276
73806,101280
73807,101281
73808,101282
73809,101308
73810,101376
73811,104392
73812,104393
73813,104412
73814,101453
73815,101472
73816,90722
73817,104341
73818,104343
73819,104367
73820,101623
73821,104374
73822,101636
73823,101651
73824,104508
73825,90727
73826,101734
73827,101732
73828,101624
73829,101735
73830,101742
73831,101509
73832,101492
73833,101584
73834,101722
73835,104365
73836,101475
73837,101490
73838,101478
73839,104416
73840,104406
73841,101657
73842,108541
73843,108561
73844,101889
73845,101890
73846,101753
73847,108466
73848,108525
73849,108526
73850,108527
73851,108528
73852,90731
73853,96076
73854,117772
73855,101839
73856,108552
73857,131492
73858,101864
73859,101886
73860,108554
73861,101882
73862,101898
73863,96159
73864,101755
73865,101757
73866,108558
73867,101756
73868,101896
73869,125213
73870,101918
73871,101934
73872,101939
73873,119299
73874,101941
73875,102020
73876,119361
73877,108769
73878,108776
73879,108784
73880,108785
73881,108800
73882,102007
73883,102017
73884,96244
73885,108716
73886,96454
73887,102068
73888,102076
73889,102077
73890,119543
73891,109239
73892,132236
73893,108858
73894,109406
73895,109407
73896,102057
73897,109806
73898,109807
73899,102089
73900,102090
73901,107529
73902,107530
73903,107532
73904,107533
73905,107556
73906,107583
73907,107598
73908,125354
73909,109800
73910,102078
73911,102091
73912,107522
73913,107523
73914,107545
73915,107581
73916,107578
73917,107554
73918,107568
73919,107573
73920,107594
73921,102101
73922,117829
73923,119170
73924,119278
73925,102102
73926,102107
73927,102117
73928,102158
73929,98434
73930,102361
73931,102362
73932,102377
73933,124975
73934,102594
73935,102125
73936,124033
73937,90733
73938,102373
73939,102318
73940,102370
73941,102506
73942,102159
73943,102195
73944,102368
73945,102419
73946,102449
73947,102525
73948,102608
73949,102717
73950,102358
73951,91037
73952,91035
73953,116152
73954,124096
73955,124097
73956,124100
73957,124129
73958,94949
73959,92616
73960,94260
73961,94672
73962,102907
73963,94979
73964,110055
73965,110078
73966,95093
73967,112739
73968,112865
73969,112918
73970,103184
73971,94653
73972,112805
73973,112838
73974,112860
73975,116217
73976,112848
73977,102908
73978,103224
73979,103233
73980,103237
73981,129195
73982,129221
73983,129250
73984,129251
73985,129252
73986,129607
73987,129754
73988,130305
73989,129332
73990,129342
73991,129336
73992,129373
73993,130244
73994,130843
73995,130829
73996,130885
73997,130912
73998,130991
73999,103309
74000,130276
74001,103319
74002,103320
74003,103322
74004,103321
74005,127741
74006,103357
74007,103355
74008,103324
74009,103360
74010,103370
74011,103358
74012,103362
74013,103371
74014,129829
74015,129518
74016,129864
74017,129516
74018,129524
74019,129865
74020,130303
74021,129863
74022,103356
74023,103361
74024,103369
74025,127725
74026,127740
74027,127791
74028,127907
74029,127915
74030,127918
74031,127919
74032,128041
74033,128079
74034,127985
74035,127921
74036,127926
74037,127952
74038,127957
74039,127992
74040,128002
74041,128018
74042,128019
74043,128036
74044,128043
74045,128044
74046,128040
74047,127928
74048,127932
74049,127948
74050,128005
74051,103388
74052,103392
74053,128115
74054,103389
74055,103401
74056,103425
74057,103426
74058,103409
74059,103410
74060,103405
74061,103421
74062,128200
74063,128082
74064,128077
74065,87670
74066,130103
74067,126340
74068,127699
74069,127890
74070,128498
74071,127797
74072,127865
74073,128499
74074,128497
74075,103488
74076,86644
74077,86645
74078,86824
74079,128883
74080,92411
74081,92413
74082,92415
74083,103872
74084,103857
74085,103902
74086,103904
74087,103907
74088,103910
74089,103939
74090,126395
74091,88749
74092,103848
74093,103849
74094,103850
74095,103851
74096,103954
74097,103945
74098,103949
74099,103958
74100,103959
74101,97098
74102,100452
74103,97122
74104,103936
74105,87571
74106,87094
74107,104090
74108,89200
74109,89234
74110,103969
74111,104047
74112,104051
74113,104056
74114,103977
74115,105237
74116,104301
74117,104302
74118,104391
74119,104409
74120,104410
74121,104413
74122,104411
74123,104242
74124,104228
74125,104250
74126,104280
74127,104329
74128,104333
74129,104335
74130,104334
74131,104336
74132,104339
74133,104347
74134,104373
74135,104353
74136,104444
74137,104246
74138,104253
74139,104643
74140,104480
74141,104481
74142,104605
74143,96025
74144,104469
74145,84758
74146,104483
74147,104501
74148,104493
74149,104482
74150,104512
74151,95964
74152,95137
74153,104597
74154,104638
74155,84753
74156,109422
74157,90640
74158,90924
74159,104646
74160,104650
74161,104651
74162,101063
74163,104488
74164,104742
74165,117704
74166,104661
74167,102248
74168,112627
74169,132234
74170,132237
74171,115409
74172,115992
74173,104757
74174,104748
74175,104817
74176,104818
74177,104819
74178,104821
74179,104822
74180,104823
74181,104826
74182,104974
74183,104824
74184,119349
74185,105318
74186,112874
74187,104736
74188,104779
74189,102247
74190,115380
74191,115429
74192,107477
74193,123819
74194,102671
74195,124239
74196,119327
74197,112877
74198,95771
74199,84762
74200,104451
74201,104453
74202,84754
74203,84301
74204,117027
74205,123825
74206,124223
74207,104839
74208,119523
74209,112878
74210,112881
74211,85240
74212,116155
74213,98252
74214,126301
74215,126295
74216,126291
74217,100428
74218,100437
74219,84765
74220,95772
74221,104908
74222,104905
74223,84785
74224,112898
74225,84763
74226,104891
74227,104897
74228,125474
74229,125573
74230,126294
74231,104874
74232,104883
74233,104886
74234,130636
74235,104900
74236,104896
74237,104903
74238,104902
74239,88885
74240,104877
74241,90427
74242,89260
74243,89262
74244,89550
74245,89590
74246,89591
74247,112934
74248,133905
74249,124220
74250,89265
74251,89266
74252,89267
74253,89545
74254,89546
74255,90327
74256,95101
74257,91038
74258,91042
74259,92660
74260,92661
74261,91281
74262,89609
74263,89601
74264,89620
74265,111317
74266,89600
74267,90180
74268,91103
74269,90922
74270,92326
74271,116130
74272,91246
74273,104938
74274,92251
74275,89610
74276,91340
74277,95097
74278,89593
74279,97925
74280,98901
74281,99138
74282,101793
74283,94682
74284,103996
74285,95251
74286,95253
74287,95255
74288,95256
74289,95257
74290,97927
74291,98017
74292,98018
74293,95258
74294,96188
74295,97266
74296,94811
74297,87945
74298,96788
74299,97926
74300,119882
74301,82913
74302,82914
74303,94736
74304,102258
74305,103458
74306,89865
74307,95619
74308,105205
74309,105193
74310,105240
74311,105244
74312,104971
74313,104975
74314,104976
74315,89867
74316,87126
74317,95654
74318,109634
74319,109637
74320,81816
74321,104996
74322,108261
74323,108848
74324,109627
74325,81497
74326,105019
74327,82333
74328,82335
74329,133860
74330,122812
74331,105028
74332,105741
74333,95621
74334,105014
74335,82773
74336,82719
74337,82721
74338,95648
74339,109635
74340,114195
74341,114197
74342,105100
74343,119876
74344,126666
74345,129957
74346,110186
74347,105036
74348,108912
74349,114482
74350,97572
74351,108361
74352,97639
74353,97784
74354,97848
74355,97839
74356,102670
74357,96821
74358,113053
74359,106087
74360,94495
74361,106351
74362,108359
74363,108362
74364,98155
74365,108634
74366,111812
74367,111813
74368,112156
74369,112958
74370,81861
74371,106523
74372,80827
74373,130716
74374,98228
74375,80186
74376,81256
74377,98090
74378,98037
74379,80010
74380,80011
74381,81974
74382,82022
74383,81973
74384,80504
74385,80529
74386,80739
74387,80615
74388,81067
74389,81075
74390,81097
74391,81185
74392,100493
74393,100575
74394,81262
74395,81263
74396,81386
74397,105669
74398,105670
74399,100419
74400,100495
74401,135981
74402,81196
74403,100580
74404,100629
74405,81247
74406,81252
74407,97038
74408,105687
74409,105674
74410,96936
74411,81346
74412,103365
74413,109803
74414,81667
74415,102129
74416,81686
74417,81687
74418,81688
74419,114610
74420,99625
74421,105665
74422,101921
74423,106841
74424,107498
74425,109702
74426,105682
74427,105684
74428,104648
74429,100710
74430,106259
74431,105676
74432,105679
74433,99688
74434,99699
74435,105690
74436,103310
74437,103312
74438,103428
74439,103429
74440,106095
74441,81689
74442,105685
74443,104232
74444,104345
74445,104807
74446,104901
74447,86505
74448,115191
74449,105686
74450,86973
74451,102697
74452,102735
74453,102736
74454,131591
74455,106357
74456,103494
74457,102400
74458,102725
74459,85502
74460,103604
74461,104784
74462,MICRO2972
74463,104878
74464,104880
74465,106365
74466,82133
74467,133458
74468,106386
74469,81855
74470,81856
74471,81857
74472,83833
74473,82131
74474,81860
74475,109147
74476,81755
74477,81780
74478,89833
74479,81753
74480,81852
74481,81837
74482,81923
74483,81797
74484,105705
74485,81839
74486,81849
74487,133907
74488,81939
74489,81961
74490,81842
74491,81947
74492,83779
74493,102517
74494,81963
74495,82008
74496,82134
74497,82162
74498,111309
74499,115512
74500,82223
74501,82258
74502,111121
74503,106496
74504,82563
74505,110878
74506,111349
74507,82551
74508,82179
74509,111117
74510,82312
74511,110915
74512,111111
74513,111120
74514,111274
74515,82478
74516,82158
74517,82182
74518,82185
74519,89949
74520,111101
74521,111115
74522,82254
74523,82241
74524,111126
74525,82261
74526,82273
74527,111356
74528,82667
74529,82828
74530,82849
74531,115840
74532,82638
74533,82671
74534,82672
74535,82674
74536,82822
74537,111903
74538,82700
74539,112252
74540,112344
74541,115657
74542,82616
74543,112610
74544,111881
74545,82847
74546,82826
74547,108328
74548,82631
74549,88307
74550,115584
74551,82642
74552,82682
74553,82683
74554,82775
74555,82776
74556,82935
74557,114301
74558,108337
74559,92664
74560,83127
74561,94417
74562,95478
74563,131181
74564,114736
74565,114322
74566,109402
74567,109410
74568,123951
74569,124200
74570,85190
74571,130098
74572,130099
74573,108714
74574,105711
74575,86542
74576,105712
74577,112284
74578,107109
74579,116266
74580,116269
74581,131049
74582,129277
74583,124454
74584,103225
74585,106039
74586,110360
74587,88284
74588,88613
74589,124587
74590,124588
74591,108368
74592,95111
74593,109339
74594,103955
74595,103956
74596,103987
74597,104024
74598,104027
74599,106037
74600,112664
74601,124865
74602,113603
74603,113921
74604,114409
74605,114410
74606,124733
74607,124797
74608,110967
74609,112896
74610,111362
74611,111365
74612,97164
74613,111678
74614,111956
74615,111952
74616,112629
74617,112630
74618,106050
74619,102607
74620,124702
74621,124673
74622,124732
74623,124738
74624,105713
74625,110161
74626,124862
74627,124863
74628,124864
74629,124954
74630,84574
74631,80304
74632,82552
74633,80169
74634,98969
74635,110224
74636,110232
74637,111893
74638,106040
74639,125490
74640,80102
74641,80167
74642,85536
74643,125550
74644,125582
74645,106051
74646,80313
74647,80781
74648,109804
74649,110081
74650,106086
74651,111047
74652,80675
74653,106065
74654,106066
74655,106070
74656,111473
74657,113509
74658,113510
74659,106093
74660,106094
74661,113922
74662,114117
74663,82703
74664,85589
74665,108239
74666,112414
74667,95128
74668,112786
74669,113022
74670,113298
74671,106099
74672,96071
74673,113729
74674,113730
74675,113731
74676,113733
74677,113739
74678,113741
74679,114315
74680,114319
74681,114757
74682,114780
74683,80264
74684,81791
74685,125914
74686,103343
74687,106096
74688,106097
74689,134048
74690,126194
74691,82911
74692,82916
74693,80771
74694,109802
74695,109805
74696,109808
74697,110657
74698,80510
74699,80576
74700,82809
74701,82874
74702,103447
74703,113153
74704,113169
74705,110658
74706,133846
74707,110807
74708,113092
74709,113099
74710,113106
74711,113108
74712,113111
74713,113234
74714,113263
74715,113268
74716,113271
74717,113274
74718,126550
74719,113301
74720,113331
74721,113334
74722,113335
74723,113336
74724,113337
74725,113356
74726,106144
74727,89422
74728,113096
74729,113119
74730,113121
74731,113144
74732,113146
74733,113151
74734,113410
74735,113419
74736,113456
74737,113484
74738,113488
74739,113506
74740,133851
74741,113592
74742,113600
74743,113619
74744,113629
74745,113376
74746,113400
74747,113411
74748,113458
74749,106157
74750,113498
74751,113546
74752,113549
74753,113552
74754,113554
74755,113561
74756,113563
74757,113583
74758,103986
74759,113372
74760,111058
74761,113380
74762,113402
74763,113404
74764,111411
74765,113798
74766,113839
74767,113647
74768,113669
74769,126729
74770,113773
74771,113853
74772,113863
74773,113867
74774,113868
74775,113869
74776,113870
74777,113875
74778,113876
74779,113877
74780,113651
74781,126761
74782,113908
74783,106175
74784,113879
74785,113885
74786,113893
74787,113904
74788,113906
74789,113907
74790,113965
74791,113966
74792,114007
74793,114008
74794,114027
74795,114070
74796,114074
74797,113891
74798,106173
74799,113897
74800,114103
74801,106179
74802,106169
74803,114120
74804,114133
74805,114147
74806,114148
74807,114160
74808,114165
74809,114189
74810,114192
74811,114199
74812,114201
74813,114216
74814,114613
74815,114621
74816,114468
74817,114513
74818,114514
74819,87802
74820,112248
74821,114612
74822,114614
74823,114619
74824,114622
74825,114623
74826,114624
74827,114642
74828,114644
74829,114649
74830,114265
74831,114266
74832,114267
74833,113624
74834,113734
74835,114658
74836,134009
74837,114669
74838,114670
74839,114671
74840,114674
74841,114675
74842,114676
74843,114677
74844,114771
74845,106191
74846,106185
74847,112262
74848,113535
74849,113562
74850,113727
74851,113744
74852,114131
74853,111633
74854,117969
74855,80036
74856,80037
74857,114664
74858,114667
74859,107344
74860,106188
74861,114668
74862,127194
74863,81821
74864,82780
74865,114402
74866,80050
74867,80138
74868,82753
74869,82652
74870,117617
74871,117350
74872,80040
74873,80041
74874,80029
74875,80049
74876,81534
74877,81732
74878,96630
74879,80107
74880,110387
74881,111031
74882,113238
74883,81319
74884,81713
74885,81715
74886,81716
74887,82779
74888,81969
74889,82108
74890,82113
74891,82781
74892,119058
74893,117465
74894,117469
74895,80064
74896,80065
74897,80042
74898,80054
74899,82562
74900,80047
74901,114511
74902,114512
74903,80115
74904,80134
74905,80213
74906,80217
74907,80212
74908,80074
74909,80075
74910,80076
74911,80077
74912,80096
74913,80068
74914,80197
74915,80211
74916,80078
74917,86549
74918,80119
74919,80124
74920,80125
74921,80152
74922,119124
74923,80365
74924,106197
74925,80255
74926,80257
74927,80261
74928,80266
74929,80323
74930,133799
74931,133798
74932,80293
74933,80299
74934,80322
74935,80425
74936,80427
74937,80429
74938,80241
74939,80246
74940,80300
74941,80256
74942,80259
74943,80288
74944,80295
74945,80298
74946,80315
74947,80335
74948,80344
74949,80439
74950,80354
74951,80475
74952,106202
74953,80525
74954,80526
74955,80528
74956,80552
74957,80688
74958,80454
74959,80581
74960,80527
74961,80472
74962,80473
74963,80459
74964,80487
74965,80498
74966,80514
74967,80516
74968,80517
74969,80518
74970,80530
74971,80533
74972,80681
74973,80676
74974,80679
74975,80769
74976,106205
74977,106206
74978,80795
74979,80798
74980,80800
74981,80669
74982,80648
74983,80710
74984,80711
74985,80785
74986,80786
74987,80804
74988,80805
74989,80682
74990,80651
74991,80664
74992,80665
74993,80640
74994,80671
74995,80678
74996,80685
74997,80706
74998,80733
74999,80734
75000,80719
75001,81107
75002,81130
75003,80801
75004,80803
75005,80810
75006,80826
75007,81149
75008,81160
75009,106209
75010,106240
75011,80823
75012,81162
75013,81060
75014,80808
75015,80831
75016,81064
75017,80811
75018,81092
75019,81152
75020,80842
75021,81133
75022,81138
75023,81154
75024,81155
75025,80824
75026,81191
75027,81194
75028,81195
75029,81261
75030,81863
75031,81175
75032,106228
75033,81176
75034,81177
75035,81203
75036,81204
75037,81205
75038,106226
75039,105271
75040,81208
75041,81233
75042,81230
75043,81248
75044,81783
75045,81784
75046,81786
75047,81787
75048,81788
75049,81790
75050,81793
75051,81171
75052,83019
75053,81220
75054,81211
75055,81164
75056,82803
75057,106236
75058,82814
75059,82901
75060,82870
75061,82872
75062,83518
75063,92833
75064,96945
75065,96946
75066,83578
75067,82831
75068,83510
75069,83511
75070,83512
75071,83513
75072,83526
75073,82920
75074,83515
75075,82858
75076,82859
75077,106242
75078,82816
75079,83553
75080,82865
75081,82869
75082,83554
75083,83556
75084,83583
75085,83584
75086,106249
75087,106244
75088,106288
75089,101285
75090,106247
75091,106250
75092,97994
75093,133952
75094,83639
75095,133942
75096,133936
75097,101768
75098,101058
75099,102157
75100,MICRO6649
75101,MICRO4734
75102,MICRO4735
75103,133934
75104,MICRO6299
75105,MICRO7016
75106,MICRO8031
75107,83598
75108,83599
75109,106253
75110,106308
75111,106268
75112,106274
75113,106289
75114,106290
75115,106294
75116,122824
75117,103332
75118,MICRO4908
75119,MICRO6235
75120,106284
75121,106287
75122,MICRO7135
75123,MICRO7142
75124,MICRO6900
75125,106317
75126,MICRO7137
75127,MICRO5185
75128,106358
75129,MICRO8035
75130,MICRO10252
75131,106359
75132,MICRO10253
75133,MICRO10254
75134,MICRO10266
75135,MICRO10525
75136,MICRO10527
75137,MICRO10528
75138,MICRO10507
75139,MICRO10508
75140,90283
75141,91505
75142,123832
75143,109203
75144,91470
75145,123606
75146,123607
75147,109228
75148,106354
75149,106356
75150,106363
75151,106367
75152,106378
75153,106390
75154,106391
75155,106385
75156,MICRO2129
75157,106387
75158,MICRO2297
75159,MICRO2346
75160,91616
75161,MICRO1284
75162,MICRO2272
75163,MICRO765
75164,MICRO3200
75165,MICRO2007
75166,MICRO1929
75167,MICRO557
75168,MICRO2465
75169,109458
75170,102155
75171,102156
75172,MICRO1336
75173,106441
75174,106447
75175,92083
75176,97205
75177,105274
75178,121819
75179,105277
75180,MICRO3199
75181,96993
75182,96994
75183,96991
75184,MICRO1702
75185,106445
75186,MICRO2050
75187,MICRO2315
75188,MICRO2396
75189,MICRO918
75190,85191
75191,MICRO2731
75192,MICRO2809
75193,106444
75194,105329
75195,97207
75196,MICRO2572
75197,MICRO1635
75198,106499
75199,MICRO2851
75200,106473
75201,MICRO3122
75202,MICRO3123
75203,MICRO3105
75204,MICRO3111
75205,MICRO3121
75206,MICRO3178
75207,MICRO3161
75208,MICRO744
75209,MICRO821
75210,106509
75211,106512
75212,106504
75213,MICRO1524
75214,MICRO1754
75215,106515
75216,106506
75217,106508
75218,MICRO3124
75219,MICRO3125
75220,MICRO3170
75221,MICRO3104
75222,MICRO2548
75223,MICRO2956
75224,MICRO2950
75225,111242
75226,MICRO2555
75227,107168
75228,106522
75229,106516
75230,106466
75231,106549
75232,131290
75233,106542
75234,106543
75235,106576
75236,106592
75237,106514
75238,MICRO4143
75239,MICRO4173
75240,MICRO4176
75241,MICRO4137
75242,106532
75243,MICRO4406
75244,MICRO4353
75245,106535
75246,91865
75247,106599
75248,106625
75249,91501
75250,106601
75251,106605
75252,106600
75253,MICRO5448
75254,106649
75255,106650
75256,106651
75257,106654
75258,106655
75259,97265
75260,121831
75261,106659
75262,106667
75263,MICRO5052
75264,MICRO5054
75265,MICRO5600
75266,MICRO5383
75267,MICRO7284
75268,106644
75269,106645
75270,MICRO4296
75271,MICRO8342
75272,MICRO7024
75273,106678
75274,106685
75275,106686
75276,MICRO5577
75277,106666
75278,106679
75279,MICRO8923
75280,106656
75281,106664
75282,106658
75283,93579
75284,106766
75285,106762
75286,105275
75287,107286
75288,93591
75289,MICRO9488
75290,MICRO6955
75291,MICRO7686
75292,MICRO4146
75293,MICRO4147
75294,MICRO7841
75295,MICRO9306
75296,107471
75297,107460
75298,107461
75299,106764
75300,MICRO10481
75301,MICRO7505
75302,MICRO5975
75303,MICRO9570
75304,MICRO6530
75305,105358
75306,106821
75307,106830
75308,106860
75309,97383
75310,106824
75311,MICRO5504
75312,MICRO5868
75313,106829
75314,106849
75315,88298
75316,106883
75317,106858
75318,MICRO6285
75319,MICRO7445
75320,MICRO7669
75321,MICRO9427
75322,MICRO9464
75323,MICRO9468
