objectid,objectnumber
75324,MICRO4432
75325,MICRO7405
75326,MICRO4993
75327,MICRO4994
75328,MICRO10401
75329,MICRO8226
75330,MICRO4959
75331,MICRO4382
75332,MICRO4391
75333,MICRO4286
75334,MICRO4287
75335,MICRO4474
75336,MICRO4475
75337,MICRO10619
75338,107615
75339,107616
75340,107638
75341,125279
75342,107609
75343,97494
75344,MICRO5748
75345,MICRO7290
75346,MICRO5563
75347,MICRO6412
75348,120256
75349,106914
75350,MICRO5568
75351,106885
75352,MICRO5723
75353,MICRO5910
75354,MICRO6366
75355,MICRO6748
75356,107612
75357,107613
75358,119964
75359,107648
75360,105235
75361,119637
75362,119640
75363,MICRO7096
75364,107833
75365,MICRO9404
75366,107841
75367,107842
75368,121927
75369,MICRO4379
75370,105555
75371,99083
75372,126331
75373,MICRO6155
75374,MICRO7346
75375,126330
75376,MICRO7899
75377,MICRO5224
75378,124278
75379,128623
75380,118717
75381,128610
75382,126474
75383,126639
75384,118632
75385,118874
75386,83751
75387,82026
75388,MICRO4032
75389,122053
75390,MICRO9493
75391,MICRO10000
75392,116438
75393,119196
75394,119034
75395,119919
75396,117011
75397,117009
75398,117139
75399,117769
75400,MICRO10301
75401,119164
75402,104972
75403,119472
75404,119165
75405,119167
75406,135669
75407,86761
75408,107986
75409,106906
75410,117798
75411,126606
75412,126659
75413,126833
75414,106282
75415,124605
75416,124608
75417,112327
75418,124604
75419,124606
75420,84453
75421,106951
75422,87276
75423,105020
75424,124227
75425,106965
75426,97864
75427,97643
75428,89474
75429,112602
75430,108352
75431,115993
75432,109417
75433,106966
75434,103886
75435,82395
75436,96483
75437,109011
75438,126957
75439,119126
75440,110326
75441,96944
75442,96951
75443,96979
75444,83765
75445,126958
75446,110902
75447,84402
75448,126760
75449,101574
75450,108788
75451,108783
75452,119655
75453,98286
75454,140397
75455,140398
75456,119866
75457,100557
75458,126787
75459,102332
75460,128153
75461,119687
75462,126179
75463,126459
75464,89254
75465,91046
75466,100822
75467,107443
75468,85599
75469,88215
75470,98118
75471,98122
75472,127749
75473,94098
75474,101417
75475,110864
75476,128151
75477,124219
75478,90895
75479,100835
75480,100930
75481,116163
75482,88648
75483,124303
75484,124992
75485,106534
75486,108069
75487,108058
75488,88134
75489,100952
75490,111204
75491,106999
75492,114877
75493,107823
75494,90889
75495,90890
75496,107795
75497,107797
75498,107799
75499,84337
75500,108029
75501,101560
75502,101565
75503,101928
75504,101863
75505,104705
75506,117515
75507,126375
75508,126468
75509,84478
75510,91116
75511,100925
75512,101877
75513,105344
75514,107314
75515,119879
75516,117865
75517,122333
75518,101885
75519,97884
75520,116084
75521,98270
75522,98288
75523,119125
75524,94962
75525,95046
75526,109599
75527,108073
75528,94989
75529,92854
75530,98273
75531,100858
75532,101342
75533,126591
75534,126607
75535,88211
75536,88214
75537,90452
75538,95859
75539,101124
75540,108135
75541,108977
75542,107053
75543,116319
75544,116321
75545,116365
75546,100536
75547,100383
75548,81259
75549,81404
75550,100394
75551,119628
75552,81061
75553,108061
75554,81309
75555,114725
75556,100631
75557,133919
75558,91403
75559,109736
75560,111640
75561,112319
75562,113608
75563,104800
75564,101823
75565,100535
75566,80185
75567,87952
75568,81403
75569,81649
75570,80347
75571,110278
75572,108096
75573,110730
75574,111586
75575,112364
75576,126959
75577,109705
75578,109772
75579,112554
75580,112374
75581,112324
75582,111600
75583,112365
75584,127055
75585,112518
75586,110775
75587,110776
75588,110777
75589,133474
75590,89668
75591,108095
75592,112523
75593,99804
75594,97513
75595,100668
75596,100661
75597,100667
75598,126962
75599,100641
75600,129075
75601,127404
75602,117309
75603,111307
75604,100554
75605,100510
75606,100578
75607,100614
75608,81345
75609,100602
75610,112526
75611,108097
75612,89379
75613,133882
75614,107543
75615,80401
75616,108110
75617,101329
75618,129383
75619,91399
75620,108111
75621,128183
75622,97540
75623,126901
75624,117996
75625,108127
75626,117997
75627,119387
75628,119389
75629,100514
75630,107882
75631,107883
75632,105151
75633,106297
75634,104349
75635,119569
75636,119572
75637,108793
75638,83562
75639,86501
75640,97649
75641,119629
75642,123373
75643,123534
75644,100780
75645,126569
75646,86283
75647,123823
75648,123677
75649,126471
75650,126759
75651,103223
75652,113743
75653,85285
75654,101408
75655,98936
75656,101327
75657,97431
75658,126444
75659,123750
75660,125191
75661,101410
75662,92242
75663,112752
75664,112753
75665,95322
75666,86387
75667,98509
75668,101602
75669,85069
75670,127360
75671,126809
75672,125460
75673,83986
75674,84227
75675,122877
75676,120290
75677,124636
75678,125506
75679,125994
75680,127170
75681,126669
75682,89583
75683,125599
75684,125459
75685,108130
75686,86187
75687,88113
75688,127959
75689,131749
75690,108041
75691,129064
75692,131734
75693,108131
75694,129638
75695,99669
75696,116180
75697,126469
75698,126504
75699,126692
75700,103342
75701,103348
75702,103375
75703,88499
75704,117554
75705,116169
75706,89558
75707,103442
75708,80622
75709,88127
75710,116212
75711,120295
75712,130403
75713,97794
75714,123108
75715,125095
75716,125330
75717,120306
75718,125356
75719,122336
75720,117867
75721,115040
75722,108434
75723,130660
75724,140202
75725,139270
75726,129012
75727,129525
75728,133968
75729,130141
75730,130400
75731,130718
75732,103352
75733,103351
75734,103354
75735,117108
75736,103353
75737,103407
75738,103411
75739,97803
75740,130667
75741,87187
75742,95847
75743,129750
75744,130809
75745,130935
75746,115542
75747,92626
75748,130997
75749,106983
75750,106372
75751,103423
75752,103417
75753,103422
75754,103432
75755,119001
75756,119002
75757,120445
75758,106293
75759,106926
75760,131380
75761,107585
75762,120310
75763,120308
75764,100830
75765,114422
75766,111993
75767,126646
75768,130972
75769,101031
75770,127911
75771,112488
75772,131381
75773,120987
75774,120988
75775,122819
75776,100624
75777,130755
75778,132125
75779,127149
75780,130713
75781,131196
75782,130711
75783,106930
75784,131356
75785,125124
75786,101926
75787,122424
75788,92032
75789,98235
75790,80342
75791,120312
75792,88713
75793,124639
75794,80003
75795,101463
75796,120315
75797,127806
75798,128202
75799,103490
75800,112970
75801,112979
75802,112981
75803,112982
75804,113086
75805,113090
75806,113149
75807,113150
75808,131107
75809,108164
75810,106553
75811,112968
75812,112971
75813,112977
75814,128033
75815,113020
75816,113023
75817,113024
75818,113025
75819,113032
75820,113035
75821,113037
75822,113038
75823,113039
75824,113040
75825,113450
75826,113457
75827,108187
75828,113571
75829,108188
75830,113383
75831,113453
75832,128197
75833,113639
75834,114036
75835,114041
75836,84023
75837,131404
75838,128206
75839,129835
75840,97200
75841,108228
75842,108232
75843,101566
75844,101571
75845,108293
75846,108351
75847,120351
75848,108364
75849,108365
75850,108194
75851,120330
75852,120332
75853,108215
75854,108240
75855,108291
75856,94855
75857,108292
75858,108298
75859,108331
75860,108332
75861,108378
75862,108383
75863,106199
75864,92843
75865,84773
75866,108436
75867,101592
75868,108445
75869,130880
75870,108433
75871,108440
75872,104226
75873,108429
75874,108618
75875,108449
75876,104511
75877,104125
75878,108502
75879,108498
75880,116459
75881,116460
75882,130246
75883,130247
75884,108503
75885,120361
75886,108517
75887,108616
75888,100620
75889,108487
75890,89424
75891,135593
75892,130171
75893,120360
75894,95835
75895,116058
75896,96686
75897,116333
75898,116060
75899,116326
75900,116337
75901,116342
75902,116346
75903,108518
75904,130249
75905,130248
75906,130250
75907,119464
75908,117773
75909,119325
75910,119326
75911,119360
75912,119362
75913,119363
75914,119365
75915,96307
75916,97487
75917,119005
75918,119004
75919,120362
75920,108622
75921,115287
75922,142592
75923,112475
75924,96303
75925,111972
75926,132905
75927,96190
75928,86191
75929,130925
75930,119490
75931,108665
75932,119922
75933,112531
75934,103317
75935,101343
75936,101349
75937,101351
75938,106149
75939,88572
75940,89566
75941,88729
75942,99726
75943,107614
75944,86906
75945,108626
75946,106560
75947,108656
75948,108657
75949,88188
75950,92240
75951,121050
75952,119829
75953,119830
75954,106919
75955,108560
75956,81257
75957,101897
75958,128895
75959,98020
75960,115394
75961,107584
75962,115954
75963,116033
75964,85558
75965,104533
75966,108843
75967,103176
75968,120397
75969,108651
75970,108652
75971,108540
75972,81136
75973,98283
75974,111564
75975,113888
75976,91895
75977,90593
75978,133132
75979,103906
75980,109421
75981,117103
75982,103948
75983,123885
75984,123886
75985,103376
75986,103378
75987,90322
75988,90815
75989,88961
75990,127920
75991,108655
75992,89273
75993,85741
75994,85625
75995,85761
75996,117794
75997,96129
75998,120450
75999,106470
76000,87003
76001,88132
76002,80614
76003,105751
76004,117938
76005,87973
76006,104785
76007,112992
76008,123883
76009,119864
76010,120412
76011,134066
76012,97008
76013,133040
76014,108659
76015,119268
76016,123923
76017,84761
76018,126454
76019,112852
76020,98243
76021,110382
76022,80713
76023,87435
76024,117521
76025,106299
76026,82912
76027,111267
76028,109468
76029,116405
76030,105708
76031,117588
76032,94717
76033,129240
76034,107242
76035,131172
76036,90505
76037,123852
76038,109655
76039,84270
76040,116031
76041,129029
76042,131112
76043,131183
76044,131171
76045,115681
76046,125888
76047,119023
76048,119025
76049,131121
76050,91863
76051,134618
76052,130399
76053,131180
76054,131185
76055,122878
76056,90442
76057,117492
76058,107967
76059,100916
76060,84009
76061,86823
76062,103477
76063,125211
76064,108940
76065,108712
76066,84452
76067,101922
76068,101432
76069,106513
76070,94644
76071,128884
76072,84238
76073,92450
76074,108726
76075,109473
76076,101798
76077,84406
76078,136702
76079,126141
76080,108713
76081,96444
76082,138017
76083,96446
76084,96452
76085,108770
76086,108715
76087,108790
76088,108741
76089,108742
76090,133794
76091,108803
76092,108834
76093,108813
76094,96447
76095,108865
76096,108833
76097,108878
76098,108866
76099,108870
76100,108875
76101,109234
76102,125257
76103,138002
76104,107008
76105,95785
76106,84937
76107,102841
76108,115660
76109,131619
76110,108872
76111,120451
76112,120452
76113,80597
76114,80400
76115,115353
76116,125043
76117,98916
76118,86245
76119,104873
76120,136772
76121,136694
76122,130544
76123,103434
76124,97283
76125,126466
76126,92757
76127,119242
76128,108924
76129,103888
76130,85125
76131,104948
76132,97288
76133,84958
76134,96684
76135,131590
76136,80356
76137,113854
76138,104344
76139,106331
76140,80397
76141,80589
76142,113757
76143,128021
76144,132446
76145,92289
76146,108931
76147,122325
76148,94239
76149,94258
76150,107487
76151,136044
76152,131991
76153,127300
76154,127982
76155,113152
76156,113155
76157,95955
76158,128826
76159,128825
76160,88619
76161,94232
76162,108934
76163,108941
76164,108950
76165,108984
76166,108957
76167,109019
76168,109020
76169,108932
76170,94227
76171,102849
76172,111622
76173,94259
76174,109226
76175,88621
76176,104929
76177,94139
76178,108956
76179,108965
76180,128475
76181,108976
76182,MICRO4095
76183,132006
76184,109128
76185,109085
76186,102795
76187,90926
76188,109021
76189,109061
76190,142870
76191,109082
76192,109062
76193,109067
76194,109136
76195,109140
76196,109138
76197,109071
76198,109073
76199,109074
76200,109079
76201,109139
76202,133639
76203,109032
76204,105321
76205,96620
76206,114643
76207,109059
76208,92714
76209,109063
76210,109296
76211,122880
76212,96705
76213,132454
76214,132368
76215,90115
76216,101270
76217,94907
76218,119163
76219,91371
76220,90511
76221,142586
76222,136708
76223,143166
76224,123490
76225,109482
76226,109419
76227,109420
76228,109204
76229,123513
76230,109242
76231,109256
76232,107005
76233,109483
76234,107036
76235,109445
76236,109481
76237,105346
76238,107009
76239,107023
76240,107038
76241,107039
76242,107090
76243,107020
76244,107045
76245,107014
76246,107042
76247,107043
76248,115592
76249,107080
76250,107092
76251,107096
76252,109498
76253,109499
76254,107040
76255,107087
76256,105360
76257,91578
76258,107082
76259,107170
76260,107162
76261,107228
76262,107233
76263,107236
76264,91770
76265,107252
76266,107111
76267,107116
76268,107120
76269,107124
76270,107135
76271,107187
76272,107200
76273,107206
76274,107220
76275,123953
76276,123954
76277,130277
76278,107248
76279,107244
76280,107232
76281,107113
76282,107102
76283,107103
76284,107108
76285,104296
76286,107115
76287,107121
76288,107260
76289,107323
76290,124584
76291,107245
76292,107255
76293,107265
76294,107287
76295,107300
76296,107305
76297,107322
76298,107334
76299,97325
76300,97323
76301,124578
76302,92620
76303,107304
76304,107296
76305,107316
76306,107253
76307,107257
76308,107258
76309,107319
76310,107376
76311,97321
76312,107249
76313,107261
76314,107263
76315,107302
76316,107309
76317,107310
76318,107444
76319,97429
76320,97380
76321,109518
76322,109523
76323,109553
76324,96468
76325,107473
76326,107407
76327,107482
76328,107484
76329,107485
76330,107486
76331,107494
76332,97378
76333,97379
76334,97384
76335,97387
76336,109525
76337,124931
76338,109527
76339,109507
76340,87819
76341,109519
76342,107552
76343,107549
76344,103468
76345,107632
76346,107832
76347,107831
76348,125462
76349,126695
76350,107868
76351,126477
76352,109604
76353,109546
76354,109558
76355,109559
76356,107542
76357,107550
76358,109560
76359,109561
76360,109562
76361,109563
76362,107508
76363,107553
76364,107551
76365,107617
76366,107626
76367,107590
76368,107591
76369,104532
76370,98019
76371,133447
76372,123942
76373,126698
76374,98189
76375,123337
76376,112317
76377,112323
76378,112382
76379,112685
76380,112690
76381,112230
76382,120471
76383,116221
76384,123830
76385,124432
76386,129059
76387,129331
76388,129348
76389,129353
76390,129374
76391,129407
76392,84667
76393,117959
76394,115934
76395,85232
76396,117962
76397,133335
76398,85764
76399,124103
76400,125973
76401,129291
76402,129343
76403,130507
76404,129982
76405,129981
76406,108299
76407,130491
76408,87592
76409,129986
76410,129987
76411,129915
76412,130822
76413,130661
76414,130715
76415,130753
76416,130877
76417,130749
76418,130138
76419,129360
76420,129894
76421,130177
76422,130139
76423,130601
76424,130602
76425,130608
76426,130609
76427,130610
76428,130611
76429,130709
76430,130706
76431,130708
76432,130705
76433,130600
76434,130723
76435,130719
76436,130943
76437,130842
76438,130820
76439,130844
76440,130847
76441,130828
76442,130894
76443,130914
76444,130910
76445,130920
76446,130906
76447,130918
76448,130934
76449,127702
76450,128127
76451,86728
76452,127892
76453,127727
76454,86895
76455,123946
76456,127909
76457,127950
76458,128015
76459,127988
76460,128030
76461,128113
76462,128139
76463,128119
76464,MICRO9558
76465,86845
76466,87002
76467,128765
76468,131050
76469,MICRO10400
76470,107863
76471,122260
76472,110095
76473,128902
76474,128893
76475,127790
76476,127769
76477,127743
76478,127745
76479,127742
76480,128817
76481,127744
76482,127847
76483,128818
76484,128819
76485,128815
76486,128901
76487,128768
76488,130898
76489,128779
76490,131355
76491,131354
76492,138019
76493,131781
76494,131880
76495,131879
76496,131946
76497,131737
76498,131633
76499,133868
76500,122425
76501,133990
76502,133708
76503,124064
76504,131949
76505,131773
76506,131660
76507,131832
76508,131831
76509,131776
76510,128467
76511,128408
76512,128406
76513,128407
76514,131543
76515,131510
76516,128465
76517,122834
76518,128411
76519,132297
76520,87668
76521,122881
76522,132293
76523,122882
76524,122883
76525,123970
76526,125409
76527,134050
76528,126496
76529,128293
76530,132008
76531,132021
76532,132294
76533,131434
76534,131155
76535,131167
76536,131300
76537,131402
76538,131466
76539,131467
76540,131876
76541,131465
76542,131468
76543,131988
76544,132445
76545,132447
76546,132442
76547,132449
76548,132443
76549,133747
76550,MICRO887
76551,125627
76552,126036
76553,126545
76554,132453
76555,128307
76556,105693
76557,126401
76558,126400
76559,MICRO1559
76560,126373
76561,91528
76562,91529
76563,91530
76564,126781
76565,85432
76566,127236
76567,123881
76568,81161
76569,110564
76570,89206
76571,97388
76572,108641
76573,119066
76574,113489
76575,113500
76576,92423
76577,113515
76578,113644
76579,106856
76580,117715
76581,132307
